id,sub_category,parts,model
f013a54c-3977-454a-bb00-069c7adf525d,shower,"['pipe', 'nozzle', 'flange', 'shower_hose', 'bracket', 'shower_head']",shower
9f8cb05f-fc6f-4090-898a-413a2f94ca75,shower,"['shower_hose', 'flange', 'bracket', 'shower_head', 'pipe', 'nozzle']",shower
c16a28f5-265b-41cf-9247-195185595d98,coat racks,"['pole', 'hanger', 'support', 'base', 'design']",coat racks
5ab87592-360b-4823-9d19-23412255c835,coat racks,"['pole', 'support', 'design']",coat racks
59f4f7de-bd8e-4e63-9a42-164f41b8c3f5,tray,"['frame', 'leg', 'handle', 'surface']",tray
ca053f53-375e-479b-80dd-8ec3ae916b85,garbage bin,"['support', 'body', 'handle', 'pedal', 'lid', 'flapper']",garbage bin
aee20dbc-6256-499f-8b03-48ba5c9227e6,clock,"['back', 'body', 'minute_hand', 'hour_hand', 'dial', 'number']",clock
3ec470ba-5954-443a-8333-f95694dda4e5,tray,"['surface', 'frame', 'bottom', 'leg']",tray
d450a53a-b2e0-4823-bbd0-2a1dbdfb1010,tray,"['handle', 'surface', 'frame']",tray
19cd88f5-7b7b-4c30-afc8-3c484fcdcc70,coat racks,"['support', 'pole', 'base', 'hanger']",coat racks
e5df9ec1-ae83-492e-90f0-1b4a8a47e4cb,coat racks,"['hanger', 'pole', 'base']",coat racks
da975a5e-c7e5-4b5b-8291-b79b41d343d7,coat racks,"['support', 'hanger', 'pole', 'stand']",coat racks
0888abfb-c5b6-4a8b-8587-a3d195c4de43,coat racks,['pole'],coat racks
3deae389-8974-42e1-bc30-cd9c83783e63,coat racks,"['pole', 'design', 'stand', 'hanger']",coat racks
001a79db-a475-4d15-b7e6-e3572f6afbdb,tray,"['frame', 'bottom', 'surface', 'handle']",tray
2094159e-8891-46d9-b320-615810c0a009,garbage bin,"['body', 'lid', 'handle']",garbage bin
36486744-5405-4139-8488-882c82ed9b09,tray,"['frame', 'surface', 'handle']",tray
65498105-fc00-4d62-9bc2-36e8a7ed5813,garbage bin,"['body', 'lid', 'support']",garbage bin
f16d710c-e24c-43ca-b2e5-6387fe9c51be,tray,"['support', 'leg', 'handle', 'frame', 'bottom', 'surface']",tray
8c65ec9f-582b-46ca-8181-65360a818590,tray,"['surface', 'handle', 'frame', 'bottom']",tray
81dde013-8f6a-4f94-9954-8848589c24e8,tray,"['surface', 'frame', 'bottom']",tray
f3c12fec-14ff-43e7-8c24-5ef40f95831e,coat racks,"['hanger', 'base', 'pole']",coat racks
b26a2ba9-0f97-48a4-9b06-b161eb21ed16,coat racks,"['hanger', 'base', 'pole']",coat racks
977c5a96-5f6b-4a98-8191-53b4dec5aa60,jug,"['handle', 'body', 'mouth', 'water', 'base']",jug
b3dcea3d-59eb-4f1b-af2d-8b87ad7fc20f,shelf,"['base', 'vertical_side_panel', 'shelf', 'back_panel']",shelf
4f934fd0-f2c6-4c54-bf98-89cbe30cefd1,shelf,"['vertical_side_panel', 'base', 'back_panel', 'top_panel', 'shelf']",shelf
6669c8bd-0d07-4080-8254-72f84871d8d0,shelf,"['base', 'leg', 'shelf', 'top_panel', 'vertical_side_panel', 'back_panel', 'bottom_panel']",shelf
fde2d542-00e7-4be6-a410-41313d6930c9,shelf,"['back_panel', 'base', 'vertical_side_panel', 'top_panel', 'shelf']",shelf
a3659e6c-6c7a-4365-b417-1e3fbd8fd61c,umbrellas & parasol,"['finial', 'shaft', 'handle', 'runner', 'short_ribs', 'long_ribs', 'canopy']",parasol
372a2779-d4ba-4fa3-bfea-00ef334cc659,umbrellas & parasol,"['runner', 'base', 'canopy', 'short_ribs', 'long_ribs', 'finial', 'shaft']",parasol
a314a341-f3a4-42f0-9356-0b786eaf02ed,shelf,"['back_panel', 'base', 'vertical_side_panel', 'top_panel', 'shelf']",shelf
b9f1a80d-b2ff-4fc9-b188-0db1b0665cc9,sports table,"['play_field', 'leg', 'cushion', 'ball_retrieving_pocket', 'cabinet', 'side_pockets', 'corner_pockets']",sports table
8d735ff1-2972-4463-9353-3d04431528f3,sports table,"['cabinet', 'ball_retrieving_pocket', 'side_pockets', 'corner_pockets', 'leg', 'net', 'play_field', 'cue_stick']",sports table
f33da7d8-59c2-4f66-a776-f670f5e4a32c,desk table,"['drawer', 'handle', 'leg', 'base', 'top', 'support']",table
1546a348-75f8-472f-af6f-657fbceb0dd3,sports table,"['cabinet', 'play_field', 'ball_retrieving_pocket', 'cushion', 'leg', 'net', 'corner_pockets', 'side_pockets']",sports table
a3c4b95b-a6f4-4615-b868-36008a6cc979,curtains,"['hook', 'rod_bracket', 'pole', 'fabric_design', 'knob']",curtains
18ad5183-8dcc-48e7-bced-c838fb096f4e,gazebos,"['beam', 'pillars', 'slab', 'floor', 'brace', 'rails']",gazebos
3904b397-401e-4b2a-ad11-ab12d7043ea9,gazebos,"['beam', 'slab', 'floor', 'bench', 'pillars', 'brace', 'rails']",gazebos
841319a0-e392-4f3d-9c0c-7e0a06a7acff,basket,"['body', 'handle', 'flapper']",basket
139ffaaf-a7cf-46db-ba2d-4454a4be8dc6,basket,"['flapper', 'handle', 'body']",basket
bae99e5e-f07e-49fb-9c79-0b25ba79237b,basket,"['handle', 'body', 'flapper']",basket
2388fd9e-f45e-42c8-99a2-d4d09fbfacb6,basket,"['handle', 'flapper', 'body']",basket
e4f63311-ace5-465d-a63d-c29b066091df,basket,"['flapper', 'locks', 'handle', 'body']",basket
f9a6fd0b-9426-4e50-8a3a-cbf31a5a80bb,clock,"['number', 'minute_hand', 'second_hand', 'hour_hand', 'dial', 'frame', 'body']",clock
811fd20e-2983-4a7e-8cdb-67dad0b0e333,clock,"['hour_hand', 'body', 'frame', 'minute_hand', 'dial']",clock
fdd5b8a3-a2c1-4864-a6f0-a175b8d37327,clock,"['hour_hand', 'minute_hand', 'frame', 'dial', 'back', 'number', 'body']",clock
feedd102-9776-4e3b-a99a-5dd1e52c9fe2,clock,"['number', 'hour_hand', 'minute_hand', 'dial', 'frame', 'body']",clock
9d76d80f-82c1-4b95-bbc8-69a3956e651e,clock,"['dial', 'body', 'frame', 'back', 'hour_hand', 'minute_hand', 'number']",clock
307628ab-1f33-4007-a098-3ccbdd5ee14c,clock,"['body', 'number', 'dial', 'hour_hand', 'minute_hand', 'frame']",clock
f6d6d8c3-72c8-4f17-83a5-3498607db651,clock,"['dial', 'hour_hand', 'minute_hand', 'body', 'number']",clock
1b5a52c2-9131-48b0-b680-7db747d226f1,clock,"['hour_hand', 'body', 'minute_hand', 'dial']",clock
dd6a0ff6-bb06-4e6e-ba0b-dc6b55426112,clock,"['dial', 'hour_hand', 'minute_hand', 'number', 'body', 'frame']",clock
1803cbe3-f05f-4289-9bcf-794dd22ba169,clock,"['second_hand', 'dial', 'hour_hand', 'minute_hand', 'body']",clock
31ee309a-26d6-4553-a35a-f3734f58ae84,clock,"['dial', 'body', 'second_hand', 'hour_hand', 'minute_hand']",clock
b798c1e4-20b9-4444-8553-bac588157243,clock,"['dial', 'body', 'hour_hand', 'minute_hand', 'second_hand']",clock
2452f579-7093-4b18-afee-b337ff9b9315,clock,"['dial', 'back', 'body', 'hour_hand', 'minute_hand', 'frame']",clock
0d97d706-ae63-4e47-8866-b8303b6791dc,clock,"['second_hand', 'hour_hand', 'dial', 'frame', 'body', 'minute_hand']",clock
33ecd7cc-de6d-4c1f-a8bf-b006a82e330a,clock,"['frame', 'hour_hand', 'minute_hand', 'body']",clock
24ed0ead-7a7d-4bad-bceb-ef986bb24ddc,clock,"['number', 'minute_hand', 'dial', 'hour_hand', 'second_hand', 'frame']",clock
bd2ed2bc-7b99-483d-83d1-3227895d7808,clock,"['hour_hand', 'minute_hand', 'dial', 'frame', 'body']",clock
2ff2dd17-75b8-4e66-841b-0e0ed0e7221d,clock,"['hour_hand', 'minute_hand', 'dial', 'body']",clock
dc8a25cd-9ad6-42c4-86aa-4f81aadc7bcb,clock,"['hour_hand', 'body', 'minute_hand']",clock
96439b8b-4f5c-43eb-a34a-09d569cfb273,clock,"['hour_hand', 'second_hand', 'minute_hand', 'glass', 'frame', 'body', 'dial', 'number']",clock
58c1109f-3458-4aeb-a896-e07709a21408,clock,"['hour_hand', 'minute_hand', 'body', 'dial']",clock
fbb8574c-2f63-4ce7-8522-f7bf62b37f34,clock,"['dial', 'hour_hand', 'second_hand', 'minute_hand', 'frame']",clock
749392be-20c2-46e0-bbc0-0c3717345e7c,clock,"['minute_hand', 'frame', 'hour_hand', 'number', 'second_hand', 'dial', 'back']",clock
3ba55db7-5251-4a4e-adc5-49fcdb038cbb,clock,"['minute_hand', 'body', 'back', 'dial', 'hour_hand', 'second_hand', 'number']",clock
014ee628-e258-4033-bae8-45da3a348b18,clock,"['frame', 'glass', 'minute_hand', 'hour_hand', 'dial', 'second_hand', 'number']",clock
ec6eda07-fcac-4132-be6c-a2e72489d342,water closet/western toilet,"['bowl', 'seat', 'seat_cover']",toilet
379ba715-bd8f-463a-8074-69a4b80a2d85,water closet/western toilet,"['seat_cover', 'bowl', 'seat']",toilet
ee7dbd2f-8733-402f-bc64-fb718828569c,water closet/western toilet,"['flush_push_button', 'water_tank', 'bowl', 'seat_cover']",toilet
49fdf670-715b-446b-9e28-61f48c357d48,water closet/western toilet,"['seat_cover', 'bowl', 'seat']",toilet
25681730-c4f6-42c7-befc-24ab64a03422,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
2efb5b11-a4a0-412c-9849-055e12998ee6,water closet/western toilet,"['bowl', 'seat', 'seat_cover']",toilet
bb3ed564-3469-43d3-a7d1-600cbde80944,water closet/western toilet,"['flush_push_button', 'bowl', 'seat_cover', 'seat', 'water_tank', 'tank_cover']",toilet
ab4a2536-e8c3-4a06-9712-ad5b42f578fe,water closet/western toilet,"['bowl', 'seat', 'seat_cover']",toilet
98dbcd65-53a2-4bc2-9a8e-fa620169c569,water closet/western toilet,"['seat_cover', 'bowl', 'seat']",toilet
ac0de1b6-a096-4b7a-a42e-c3b69ff7f964,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
bd8fba4a-a52b-40a9-a0a0-6b5e73e2acfc,water closet/western toilet,"['water_tank', 'bowl', 'tank_cover', 'seat', 'flush_push_button', 'seat_cover']",toilet
10972036-eb1a-43fd-934d-f80c2fdf6961,water closet/western toilet,"['bowl', 'water_tank', 'tank_cover', 'flush_push_button', 'seat', 'seat_cover']",toilet
5334af34-b6d8-4439-b0ba-897ef1ef9be7,water closet/western toilet,"['seat_cover', 'bowl', 'seat']",toilet
abaeae3c-0473-4930-bca3-3889ef991ee7,water closet/western toilet,"['seat_cover', 'bowl', 'seat']",toilet
978f6652-13a9-4a3d-9adf-741371b21f32,water closet/western toilet,"['seat_cover', 'bowl', 'seat']",toilet
7d23530f-68b7-4e7f-aca6-a100d6129310,water closet/western toilet,"['seat_cover', 'bowl', 'seat']",toilet
05c96232-40d8-4264-914e-a18c950c6b83,water closet/western toilet,"['bowl', 'seat', 'seat_cover']",toilet
0602a58d-26ed-428b-9ada-9607662babd0,trolley,"['support', 'wheel', 'shelf', 'handle']",trolley
db1cb8a3-12e4-4344-b0ca-ffe3133aba6c,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
6c3fa983-0cd5-4e63-bfa8-4202d27f9509,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
fb4d046b-01f8-470a-9a28-f96004f43ce9,water closet/western toilet,"['seat_cover', 'bowl', 'seat']",toilet
c4eb5691-7362-49ab-a6b8-019fcbf76802,water closet/western toilet,"['water_tank', 'flush_push_button', 'bowl', 'seat']",toilet
6a5ec384-1e9a-424c-8394-8681ae77887a,water closet/western toilet,"['seat_cover', 'bowl', 'seat']",toilet
829dd0d6-b480-43b8-9120-170df18d7c91,coat racks,"['pole', 'hanger', 'support', 'base', 'design']",coat racks
ee7a19f7-8d6d-4904-9f7a-71770f62d5c3,water closet/western toilet,"['flush_push_button', 'water_tank', 'tank_cover', 'seat', 'seat_cover', 'bowl']",toilet
95ff8d48-d105-4047-ba4d-3ab05986cb9b,water closet/western toilet,"['seat_cover', 'bowl', 'seat']",toilet
92ad877c-4990-483a-b582-36ea3b0dbf2d,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
c679189b-b37f-4b47-a8b1-0ee744746004,water closet/western toilet,"['seat', 'tank_cover', 'seat_cover', 'bowl', 'water_tank', 'flush_push_button']",toilet
0c145b39-3d53-4556-a12c-2f6e3e607c09,water closet/western toilet,"['bowl', 'seat', 'flush_push_button', 'seat_cover']",toilet
48e19ffe-c5a2-430a-80e6-592ce761f151,water closet/western toilet,"['seat', 'bowl', 'seat_cover']",toilet
748bbf85-aed1-4459-9cb0-75a8c7e63ac4,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
1bf3a119-7c00-4bdf-9f41-12192781663b,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
3fe450d1-bba5-4938-a60f-d9d3b54a7596,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
7fe1fb98-3084-4cbf-9c04-9463afe1095e,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
a5fccbd9-de6d-472c-9dec-f61f6aa4fac6,water closet/western toilet,"['flush_push_button', 'tank_cover', 'water_tank', 'bowl', 'seat', 'seat_cover']",toilet
ffbde8fd-b70a-462a-b19a-d74086eddcd3,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
e71e920e-d384-42f5-ad31-3af6f0215ebf,water closet/western toilet,"['seat_cover', 'seat', 'flush_push_button', 'tank_cover', 'water_tank', 'bowl']",toilet
702257be-61b3-4dc8-9ea4-95fb49b1a356,trolley,"['shelf', 'handle', 'support', 'wheel']",trolley
56107da4-d24b-42fb-8c94-1385e08a7487,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
78bfca19-069a-4676-97ef-596082830694,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
195181e0-724e-410c-98c7-edfbc0ff760f,water closet/western toilet,"['bowl', 'seat', 'water_tank', 'tank_cover', 'flush_push_button', 'seat_cover']",toilet
6444ef23-7856-4d90-a866-e5881a3a4f78,trolley,"['support', 'wheel', 'top_panel', 'shelf']",trolley
e007e001-4746-490e-8c77-cae303c1c417,water closet/western toilet,"['bowl', 'seat', 'seat_cover']",toilet
fb30be91-9776-4fb4-942d-9e84aea1bb75,trolley,"['shelf', 'handle', 'wheel']",trolley
9626d9c5-042d-4da5-ab96-1f078daec476,water closet/western toilet,"['seat_cover', 'bowl', 'seat']",toilet
67f7bc93-c311-4231-a47c-7125f4aa11a3,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
76a1517d-9414-4c0c-8bab-a81a9cfbda90,water closet/western toilet,"['seat_cover', 'bowl', 'seat']",toilet
b1f14b4c-658f-4cd8-b305-8daad1483c80,water closet/western toilet,"['seat_cover', 'bowl', 'seat']",toilet
61489b3b-bcac-4b7d-9c39-611a08fd9cdc,water closet/western toilet,"['bowl', 'seat', 'seat_cover']",toilet
b8861938-3e7c-48b8-930b-17b0337648ca,water closet/western toilet,"['seat', 'bowl', 'seat_cover']",toilet
7a46d012-5259-4be2-b86f-2cddfbbffe59,water closet/western toilet,"['water_tank', 'tank_cover', 'bowl', 'seat', 'seat_cover', 'flush_push_button']",toilet
4c035581-4c7c-48f6-95bb-196b4796844e,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
95d79235-17c6-4fa7-9aa5-460736e62fc7,water closet/western toilet,"['seat', 'bowl', 'seat_cover']",toilet
c0f62add-8eae-439d-8582-471557edc018,water closet/western toilet,"['bowl', 'seat', 'seat_cover']",toilet
3382773a-6342-475c-bc29-7603a2d36a64,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
811b9c2a-6b73-4222-ae78-86dff0873c2b,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
d87fb35b-750f-4369-94e8-983fa1d28bf9,water closet/western toilet,"['seat', 'flush_push_button', 'seat_cover', 'bowl']",toilet
8e691985-f5de-44bf-9e31-abb718d54f25,trolley,"['wheel', 'top_panel', 'support', 'leg']",trolley
3bcb2c56-5bb4-401b-9929-b431718c5e6f,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
49d0861f-0834-402e-845c-e4133ffd8d51,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
8a9c3247-f90e-4424-b4bb-250907ec5aef,water closet/western toilet,"['seat_cover', 'bowl', 'seat']",toilet
1fdfdb2e-eaaa-412d-b7a0-44c5e13db5a6,trolley,"['bottom_panel', 'base', 'handle', 'wheel', 'leg', 'top_panel', 'side_panel', 'back_panel', 'drawer']",trolley
217b72ab-a4df-4725-951e-50a0eb10a2b0,water closet/western toilet,"['flush_handle', 'seat_cover', 'seat', 'water_tank', 'tank_cover', 'bowl']",toilet
f84f15a1-9e79-43db-af02-577f4bcdef1d,trolley,"['shelf', 'leg', 'support', 'wheel']",trolley
36062be4-737a-4de2-b2fd-215de5c53b54,trolley,"['shelf', 'support', 'handle', 'wheel']",trolley
a9240b55-276f-40bd-9fcd-8176ea36beaf,water closet/western toilet,"['bowl', 'seat', 'water_tank', 'seat_cover']",toilet
535f384f-23dc-4d80-8535-6a78df004252,water closet/western toilet,"['seat_cover', 'seat', 'bowl']",toilet
265e1ed2-9b26-4e0e-8536-ec260cd8efb0,trolley,"['shelf', 'top_panel', 'bottom_panel', 'wheel', 'side_panel', 'support']",trolley
433fe680-fb30-4521-a0b6-cee61f2209f2,trolley,"['wheel', 'bottom_panel', 'side_panel', 'support']",trolley
5474b89d-a187-43f4-adcc-d4c5feffa7b8,trolley,"['wheel', 'bottom_panel', 'top_panel', 'leg', 'support']",trolley
96b391c0-576b-4fe8-8b77-dfe45e113974,water closet/western toilet,"['bowl', 'seat', 'seat_cover']",toilet
09762cdf-dfbc-4e34-8c97-e25e9cc4cec2,water closet/western toilet,"['seat_cover', 'seat', 'bowl']",toilet
a2bd5d5b-c0d9-42b3-a774-70b7dfbcb72d,water closet/western toilet,"['seat', 'bowl', 'flush_push_button', 'seat_cover']",toilet
3bca4256-1301-41c9-b05a-d48fab3afe25,water closet/western toilet,"['flush_push_button', 'water_tank', 'tank_cover', 'seat_cover', 'seat', 'bowl']",toilet
3e110e7f-b4ec-4115-85eb-5c5e8e515529,water closet/western toilet,"['seat', 'bowl', 'seat_cover']",toilet
80cf2379-bb85-49ff-a178-0d2fe103b363,water closet/western toilet,"['seat', 'seat_cover', 'bowl']",toilet
66aaa2d7-35a2-42a7-be98-600b153d806f,water closet/western toilet,"['seat', 'bowl', 'seat_cover']",toilet
292dd33c-92de-476c-919e-902affae35a4,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
ff0eee43-3420-44b2-b5c0-80947a6a3b5d,water closet/western toilet,"['seat_cover', 'bowl', 'seat']",toilet
06d7f451-5c0c-45c7-b2c8-b70ad8d5e750,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
37ce7dfc-6b17-4119-9fb4-5d27a9dac1f0,water closet/western toilet,"['seat', 'bowl', 'seat_cover']",toilet
c818a6c0-7602-4672-96bb-4a9a74474407,trolley,"['drawer', 'side_panel', 'top_panel', 'leg', 'shelf', 'bottom_panel', 'wheel', 'base', 'support', 'handle']",trolley
2889e1c1-0f46-488b-a139-e3cb8c83d654,armchairs & accent chairs,"['base', 'back', 'support', 'cushion', 'seat', 'leg', 'armrest']",chair
bc02c3e5-8a1a-4b53-a9f0-2b880840e854,trolley,"['handle', 'top_panel', 'shelf', 'support', 'wheel']",trolley
2f665734-8e6b-4a78-9385-6285ed104548,trolley,"['handle', 'shelf', 'wheel', 'side_panel', 'drawer', 'top_panel', 'leg']",trolley
67d072e1-4057-4f44-a1a7-0abe0ac7260f,trolley,"['shelf', 'leg', 'wheel', 'handle', 'top_panel']",trolley
0feb1854-5c07-4510-9841-b941d3bce988,trolley,"['base', 'wheel', 'handle', 'bottom_panel', 'support', 'top_panel']",trolley
cf95524f-f442-4abe-9435-9f3050c073ce,trolley,"['wheel', 'drawer', 'top_panel', 'bottom_panel', 'shelf', 'support', 'leg', 'handle']",trolley
75b6b9a7-55d0-4bfd-8691-faf32ad0bb21,shelf,"['back_panel', 'base', 'shelf', 'vertical_side_panel']",shelf
26f7948b-f70a-47d7-b46a-5920b2c8b5b1,shelf,"['shelf', 'vertical_side_panel', 'base']",shelf
add63206-0a0b-48c9-9743-5afbd2d21451,trolley,"['bottom_panel', 'base', 'drawer', 'shelf', 'handle', 'wheel', 'leg', 'top_panel']",trolley
c205f169-98ac-4421-bd5d-b1cd473651e6,shelf,"['shelf', 'vertical_side_panel', 'base']",shelf
dbebc4c6-61bb-49f9-9307-d5543cca2de5,rug,"['front', 'back', 'border']",rug
1c61a512-a07c-4b97-8a57-0b3c54fc0e26,rug,"['border', 'front', 'back']",rug
ceeee75c-8156-41f7-b9ce-137e3d03c167,rug,"['border', 'front', 'back']",rug
57c651d1-43bf-4edf-a18d-141488420754,rug,"['back', 'border', 'design', 'front']",rug
22a166f1-11b3-42dd-b1a9-0e16de227f71,shelf,"['vertical_side_panel', 'shelf', 'base']",shelf
d6796a9a-6e86-475f-bb37-2ad1327da97b,trolley,"['shelf', 'top_panel', 'wheel', 'support']",trolley
eaa80a14-cc2e-499a-b887-b158cb91f138,shelf,"['shelf', 'base', 'vertical_side_panel', 'back_panel']",shelf
bade7d63-8376-4a8b-aa8b-51a5fbd0bb6a,trolley,"['top_panel', 'shelf', 'drawer', 'leg', 'side_panel', 'support', 'handle', 'base', 'back_panel', 'bottom_panel']",trolley
545ae31a-1b68-4be5-842a-c9e11cab5796,shelf,"['back_panel', 'base', 'shelf', 'vertical_side_panel']",shelf
19df02b0-fdfb-475a-a89e-cd7c618a451c,trolley,"['top_panel', 'support', 'shelf', 'wheel', 'bottom_panel']",trolley
421a6795-d878-45c5-9c14-be1d3d7e7156,shelf,"['shelf', 'back_panel', 'vertical_side_panel', 'base']",shelf
d92ddfe0-eb9d-4272-8863-8f6d59f6dd20,shelf,"['shelf', 'base', 'vertical_side_panel']",shelf
0e3e6487-d90d-44ad-a077-c39f1a995594,trolley,"['shelf', 'leg', 'bottom_panel', 'back_panel', 'top_panel', 'handle', 'drawer', 'side_panel', 'wheel']",trolley
777ac325-2671-4836-8be4-93c31f187764,airplane,"['strut', 'windshield', 'enginestretcher', 'wheels', 'windows', 'wing', 'fin', 'back_flap', 'propeller_blade', 'body']",airplane
9b177477-8e28-4aa4-95b7-1e6fe913314e,fans,"['blade', 'motor_box', 'downrod', 'canopy']",fans
cf749522-ff25-4c4a-89b5-aba0baaeba70,shelf,"['top_panel', 'shelf', 'glass', 'vertical_side_panel']",shelf
09dc9fea-c475-477c-84e3-08801b8b7cf8,shelf,"['vertical_side_panel', 'bottom_panel', 'top_panel', 'support', 'shelf']",shelf
4f517b9d-84fc-4653-b9cf-bffbf598c5c1,shelf,"['vertical_divider_panel', 'bottom_panel', 'shelf', 'top_panel', 'support', 'vertical_side_panel']",shelf
dde297c7-a897-4524-82af-6961ad55f22d,gazebos,"['slab', 'floor', 'bench', 'pillars']",gazebos
5d7113e2-3841-4bb1-9920-0fd5afbd6515,gazebos,"['floor', 'slab', 'pillars']",gazebos
2bfaf4f4-cce9-4a74-8ad7-6d8bf38b1ea6,gazebos,"['pillars', 'floor', 'beam', 'slab', 'rails']",gazebos
231ce4af-8ae5-435b-ac9f-793d6676fcd9,gazebos,"['slab', 'floor', 'pillars', 'rails']",gazebos
82b918be-7ee8-4d5e-83e5-754696079e44,gazebos,"['floor', 'pillars', 'bench', 'slab', 'rails']",gazebos
327f8743-d787-4412-9eef-6039c2e69f21,bbq grill,"['handle', 'cooking', 'cabinet']",bbq grill
1ae85217-fb83-4d89-b8d1-42e725e8e46d,bbq grill,"['handle', 'cooking', 'cabinet', 'legs']",bbq grill
b0d4515d-a0cf-4767-81f9-0de1b4b72e22,bbq grill,"['legs', 'cooking', 'cabinet']",bbq grill
f88ddb0d-e429-4309-a7ce-101cca965cf1,bbq grill,"['legs', 'cooking', 'cabinet']",bbq grill
f8d0c3b5-bd1a-4e34-be08-05e2877efb8b,bbq grill,"['legs', 'cabinet', 'cooking']",bbq grill
792ab4ce-00bc-4d0d-960a-cdf8d25e9c01,jug,"['mouth', 'water', 'body', 'base', 'handle']",jug
e1cf3b20-600d-4532-8927-182049544469,bbq grill,"['cabinet', 'legs', 'cooking']",bbq grill
a01a50a6-2a26-4e1a-866a-c3e467683de5,bbq grill,"['cabinet', 'knobs', 'cooking', 'handle', 'legs']",bbq grill
207d7d07-0971-44fa-bc1d-647489249c9e,bbq grill,"['legs', 'handle', 'knobs', 'cabinet', 'cooking']",bbq grill
13405fc7-90ec-4a86-8206-54298099a437,bbq grill,"['legs', 'knobs', 'cabinet', 'handle', 'cooking']",bbq grill
b8131d56-18e3-48ee-b787-f4fce6e1146d,bbq grill,"['cooking', 'knobs', 'cabinet', 'handle']",bbq grill
768f8497-8d06-4fce-9e8d-98eee2abb4b9,bbq grill,"['cooking', 'knobs', 'legs', 'igniter', 'cabinet', 'handle']",bbq grill
f7eb3d3d-30f6-4c64-b8eb-5c4969e41a41,bbq grill,"['cabinet', 'cooking', 'knobs', 'igniter', 'handle', 'legs']",bbq grill
f995d9f2-53b7-434d-97d5-7cf9ed06a4fe,tray,"['bottom', 'frame', 'surface', 'handle']",tray
7ac4bb05-1f07-4979-a1a0-b3003a2d785e,water closet/western toilet,"['seat_cover', 'seat', 'bowl']",toilet
59e65ef5-1f14-4697-a0f8-e58d65a96179,water closet/western toilet,"['water_tank', 'tank_cover', 'seat_cover', 'bowl', 'flush_push_button']",toilet
71a2be2d-69de-4206-be8f-5bf788e05030,water closet/western toilet,"['seat', 'bowl', 'seat_cover']",toilet
ea636e06-95ed-44b4-b572-9c974acd2ad6,water closet/western toilet,"['flush_push_button', 'tank_cover', 'bowl', 'water_tank', 'seat_cover']",toilet
c5701077-2d3e-4b5e-aec4-a8fb5e138206,water closet/western toilet,"['seat', 'bowl', 'seat_cover']",toilet
6ccee027-e225-4a94-a153-9077fb0bb4d3,water closet/western toilet,"['seat_cover', 'seat', 'bowl']",toilet
5f72c8b5-ff91-4e2c-9719-89c8cb87b115,water closet/western toilet,"['tank_cover', 'water_tank', 'seat_cover', 'seat', 'bowl', 'flush_push_button']",toilet
8e0fa984-e348-4632-b799-0a05ba813e1d,water closet/western toilet,"['bowl', 'water_tank', 'flush_push_button', 'seat', 'seat_cover']",toilet
1002b53f-51b5-4a9e-b5d6-2fcafd465c05,water closet/western toilet,"['seat_cover', 'bowl', 'seat']",toilet
43cb03ce-0b8d-432d-82e9-f4e6dec98435,water closet/western toilet,"['seat_cover', 'seat', 'bowl']",toilet
0c29e397-30c8-4bb3-87eb-e6e98b265cc5,water closet/western toilet,"['seat_cover', 'bowl', 'seat']",toilet
64651546-0926-4eaf-be1e-08fccaf09cb9,water closet/western toilet,"['bowl', 'seat', 'seat_cover']",toilet
c7ae9895-b270-49e6-a7e5-f4273d98825e,water closet/western toilet,"['bowl', 'seat_cover', 'seat']",toilet
5be98d2d-d667-4efd-8d1c-5cf0b81008ca,water closet/western toilet,"['seat', 'seat_cover', 'bowl', 'water_tank', 'tank_cover', 'flush_handle']",toilet
1d3b4633-0273-4e15-9d34-a9e3b71ec3dd,water closet/western toilet,"['bowl', 'seat', 'seat_cover']",toilet
e28b3a88-6f4e-4229-8a4b-50a52b2f7cf9,water closet/western toilet,"['bowl', 'tank_cover', 'seat_cover', 'seat', 'water_tank', 'flush_push_button']",toilet
42ed0fc1-05f1-407d-a698-d446fb5f28cc,water closet/western toilet,"['seat_cover', 'bowl', 'seat']",toilet
945afb84-8658-425d-be51-cb5da70a1b70,water closet/western toilet,"['seat_cover', 'bowl', 'seat']",toilet
