model_id,tuples
48d1dd6f-b8e8-48ac-842c-72aebd40291f,"{""pillow"": ""leather"", ""mattress"": ""fabric"", ""headboard"": ""wood"", ""bedskirt"": ""leather"", ""base"": ""metal"", ""duvet"": ""fabric""}"
69eb46e5-c784-475c-882a-11b23f73f81d,"{""bottom_panel"": ""metal"", ""handle"": ""metal"", ""leg"": ""metal"", ""vertical_side_panel"": ""metal"", ""back_panel"": ""metal"", ""top_panel"": ""metal"", ""door"": ""metal"", ""shelf"": ""metal"", ""drawer"": ""metal""}"
bb785cd2-872b-4fe5-b8d1-24f65ed0527b,"{""leg"": ""metal"", ""seat"": ""leather"", ""cushion"": ""leather""}"
26c1f8a4-e581-4f10-876f-4373885401f2,"{""head"": ""metal"", ""container"": ""metal"", ""containing_things"": ""metal"", ""base"": ""metal""}"
3f4ccf4a-9732-4631-a6d9-19c7d00ce835,"{""top_panel"": ""wood"", ""vertical_side_panel"": ""wood"", ""back_panel"": ""wood"", ""bush"": ""plastic"", ""bottom_panel"": ""wood"", ""leg"": ""metal"", ""door"": ""wood""}"
6a98a81b-b60b-4f57-90b9-6ca4b8332f87,"{""leg"": ""metal"", ""seat"": ""fabric"", ""seat_cushion"": ""fabric""}"
46b9a851-0b39-4c27-a45b-0cde3213f087,"{""head"": ""metal"", ""containing_things"": ""metal"", ""container"": ""metal""}"
3aaf00ad-ed4e-45b6-9420-f2f4d023bb9a,"{""wire"": ""plastic"", ""stand"": ""metal"", ""socket"": ""plastic"", ""pole"": ""plastic"", ""base"": ""metal"", ""lamp_surrounding_frame"": ""metal"", ""bulb"": ""metal""}"
beac53d8-d5ff-4f4e-8641-4165e8a2936f,"{""design"": ""metal"", ""base"": ""metal"", ""leg"": ""wood"", ""support"": ""metal"", ""top"": ""metal""}"
d658fa5a-4347-4382-910a-b98bef782865,"{""support"": ""metal"", ""leg"": ""metal"", ""seat"": ""fabric""}"
99d94a0b-7e45-4618-8101-ca50b8b9b218,"{""leg"": ""metal"", ""support"": ""metal"", ""base"": ""metal"", ""seat"": ""leather""}"
797cf249-c660-40ef-bbe0-07f009542fe8,"{""headboard"": ""wood"", ""duvet"": ""fabric"", ""base"": ""wood"", ""mattress"": ""fabric"", ""pillow"": ""fabric"", ""leg"": ""metal""}"
dc775879-a6ca-4bbb-8d83-935140ae020e,"{""base"": ""metal"", ""bulb"": ""glass"", ""wire"": ""plastic"", ""lamp_surrounding_frame"": ""metal"", ""socket"": ""plastic""}"
84d71951-711e-4ee0-9952-c9efb4620f01,"{""base"": ""metal"", ""leg"": ""metal"", ""door"": ""wood""}"
021cd426-faab-4cae-bb65-43b36b6ad7d4,"{""support"": ""wood"", ""base"": ""wood"", ""seat"": ""fabric""}"
d57fdf22-3408-415e-b59b-e33fa45c4ea6,"{""containing_things"": ""plastic"", ""base"": ""metal"", ""container"": ""ceramic""}"
ac64af45-a4a9-4ab3-aecb-4c5291b94b1b,"{""base"": ""metal"", ""seat"": ""leather"", ""armrest"": ""leather"", ""back"": ""leather"", ""leg"": ""metal"", ""bush"": ""plastic"", ""cushion"": ""fabric""}"
9e01fbc6-a0d4-45ac-ad47-0019a2259e51,"{""leg"": ""metal"", ""back"": ""fabric"", ""armrest"": ""wood"", ""seat"": ""fabric""}"
69706949-aafb-4c85-ac79-7e2146854551,"{""headboard"": ""leather"", ""bedskirt"": ""leather"", ""base"": ""wood"", ""mattress"": ""fabric"", ""pillow"": ""fabric"", ""duvet"": ""fabric""}"
b0dd1570-b09e-4cc1-935c-64bc2260a81a,"{""base"": ""ceramic"", ""containing_things"": ""plastic"", ""container"": ""ceramic""}"
38d52ef6-def6-4744-85d8-bca22cc72460,"{""cushion"": ""fabric"", ""backrest"": ""metal"", ""seat"": ""wood"", ""back"": ""wood"", ""support"": ""metal"", ""leg"": ""metal""}"
92b76355-a7f5-4b93-a157-3643d267f144,"{""headboard"": ""wood"", ""leg"": ""metal"", ""pillow"": ""fabric"", ""bedskirt"": ""fabric"", ""base"": ""metal"", ""duvet"": ""fabric"", ""mattress"": ""fabric""}"
719d2fc9-2bff-4e72-ba6d-1de5f21b9a27,"{""base"": ""metal"", ""containing_things"": ""plastic"", ""head"": ""metal"", ""container"": ""metal""}"
492463f6-2ade-4f94-aa89-31d0ff415014,"{""base"": ""metal"", ""bulb"": ""glass"", ""support"": ""metal""}"
f2a796ed-e304-40a8-b4a3-78a89cc1ea4c,"{""leg"": ""metal"", ""seat"": ""fabric"", ""base"": ""metal""}"
b0b381da-eda8-4347-8f5b-36c957cec533,"{""headboard"": ""wood"", ""base"": ""wood"", ""bush"": ""plastic"", ""mattress"": ""fabric"", ""pillow"": ""fabric"", ""leg"": ""wood"", ""duvet"": ""fabric""}"
b1671619-3680-4f7e-97a7-da7d6c73457c,"{""base"": ""metal"", ""head"": ""metal"", ""containing_things"": ""plastic"", ""container"": ""ceramic""}"
6dcdd330-7247-4377-a2db-49847abeb38c,"{""base"": ""metal"", ""seat"": ""fabric"", ""leveller"": ""plastic"", ""leg"": ""metal"", ""support"": ""metal""}"
5daf578d-e934-40a7-9021-5a5328f548ff,"{""top"": ""metal"", ""support"": ""metal"", ""leg"": ""metal""}"
d7295464-e904-45c5-8f02-7145b3ba70a1,"{""containing_things"": ""metal"", ""base"": ""metal"", ""container"": ""metal""}"
0c047395-157d-4233-b723-720ad3af087f,"{""bulb"": ""glass"", ""socket"": ""plastic"", ""lamp_surrounding_frame"": ""metal"", ""base"": ""metal"", ""rod"": ""metal""}"
2a057993-096e-4afc-bb77-da65e01ef5a8,"{""base"": ""metal"", ""bulb"": ""glass"", ""bush"": ""plastic"", ""socket"": ""metal"", ""shade_cloth"": ""fabric"", ""support"": ""metal"", ""body"": ""metal""}"
61b92f73-edd7-4035-85fe-71231770b22d,"{""support"": ""wood"", ""base"": ""wood"", ""seat"": ""fabric"", ""seat_cushion"": ""fabric""}"
5293c5fd-c359-4ba4-932b-234e7ce736d2,"{""base"": ""ceramic"", ""container"": ""ceramic"", ""head"": ""plastic"", ""containing_things"": ""plastic""}"
49ea3536-4dc3-4db2-bbdb-791ae754fe5c,"{""support"": ""metal"", ""seat"": ""leather"", ""base"": ""metal"", ""design"": ""metal""}"
535dde33-9e71-4298-a9a4-4897701efb71,"{""base"": ""metal"", ""support"": ""metal"", ""leveller"": ""plastic"", ""leg"": ""metal"", ""top"": ""metal"", ""tabletop_frame"": ""metal""}"
c52930c4-c856-4c55-847f-4f050ecef7ac,"{""back_panel"": ""metal"", ""base"": ""metal"", ""door"": ""metal"", ""vertical_side_panel"": ""metal"", ""top_panel"": ""metal"", ""handle"": ""metal"", ""bottom_panel"": ""metal"", ""drawer"": ""metal"", ""leg"": ""metal""}"
9035cbd4-2567-4039-828e-a3ac000f8215,"{""handle"": ""metal"", ""vertical_side_panel"": ""metal"", ""top_panel"": ""metal"", ""leg"": ""metal"", ""bottom_panel"": ""metal"", ""door"": ""metal"", ""back_panel"": ""metal"", ""design"": ""metal""}"
e5259dbd-daf1-4471-83f6-1160a618d122,"{""duvet"": ""fabric"", ""pillow"": ""leather"", ""mattress"": ""fabric"", ""base"": ""metal"", ""headboard"": ""wood"", ""leg"": ""metal""}"
1c14dfbf-94e7-4078-9b4a-49f8a04d07c1,"{""leg"": ""metal"", ""pillow"": ""leather"", ""headboard"": ""wood"", ""mattress"": ""fabric"", ""base"": ""metal"", ""duvet"": ""fabric""}"
b8cb2597-34cf-4b05-9ca6-8c81d35638d8,"{""top"": ""metal"", ""base"": ""metal"", ""leveller"": ""plastic"", ""support"": ""metal""}"
3fcde7e5-e177-4e1b-9c74-2d004a1dc1bd,"{""top"": ""marble"", ""base"": ""wood"", ""leg"": ""metal""}"
8f4a49d4-9a81-4d21-8078-86f83143c82c,"{""duvet"": ""fabric"", ""pillow"": ""leather"", ""mattress"": ""fabric"", ""bedskirt"": ""leather"", ""base"": ""metal""}"
8bd37808-b588-4781-aec7-76c358e7c058,"{""base"": ""wood"", ""leg"": ""metal"", ""support"": ""wood"", ""seat_cushion"": ""fabric"", ""design"": ""metal""}"
ea3935a7-fb5e-45d3-9ee1-a2a785a298d5,"{""containing_things"": ""plastic"", ""base"": ""ceramic"", ""container"": ""ceramic""}"
6582e956-0b62-4f45-8a18-1beb7efa822c,"{""handle"": ""metal"", ""leg"": ""metal"", ""door"": ""wood"", ""base"": ""wood"", ""top_panel"": ""wood"", ""back_panel"": ""wood"", ""bush"": ""plastic"", ""bottom_panel"": ""wood"", ""vertical_side_panel"": ""wood""}"
301fbafb-6892-42f1-8c87-6e3912d58e58,"{""base"": ""metal"", ""design"": ""metal"", ""support"": ""metal"", ""leg"": ""metal"", ""seat_cushion"": ""fabric"", ""seat"": ""fabric""}"
b0050758-b50a-47a8-86ee-416b873032b9,"{""seat"": ""wood"", ""back"": ""wood"", ""leg"": ""metal"", ""support"": ""metal""}"
f889a976-1a8b-49d8-a0b9-e9e1573873e9,"{""pole"": ""plastic"", ""socket"": ""plastic"", ""base"": ""metal"", ""stand"": ""metal"", ""bulb"": ""metal"", ""lamp_surrounding_frame"": ""glass"", ""bush"": ""plastic""}"
eaf8e275-18f5-4fbc-853c-e52207d47e0e,"{""seat"": ""fabric"", ""support"": ""metal"", ""armrest"": ""fabric"", ""back"": ""fabric"", ""leg"": ""metal""}"
942c09ce-52fb-42a4-bcc0-178b1b0aebde,"{""headboard"": ""wood"", ""bedskirt"": ""fabric"", ""duvet"": ""fabric"", ""mattress"": ""fabric"", ""base"": ""metal"", ""leg"": ""metal"", ""pillow"": ""fabric""}"
a91a0560-ea81-404e-ae30-18f0a35eb9eb,"{""containing_things"": ""metal"", ""container"": ""metal"", ""head"": ""metal"", ""base"": ""metal""}"
dcf9b20e-ec9c-405e-9019-c44a96f86a5f,"{""duvet"": ""fabric"", ""mattress"": ""fabric"", ""leg"": ""metal"", ""bedskirt"": ""leather"", ""leveller"": ""plastic"", ""pillow"": ""leather"", ""headboard"": ""wood""}"
f60bbc59-b3bc-4549-a5e2-40efa5b3cd2d,"{""containing_things"": ""metal"", ""base"": ""metal"", ""head"": ""metal"", ""container"": ""metal""}"
169c49d2-7e75-4260-969b-59eb2f2b53a2,"{""seat"": ""fabric"", ""back"": ""fabric"", ""cushion"": ""fabric"", ""leg"": ""metal"", ""armrest"": ""wood"", ""pillow"": ""fabric""}"
8c974fbf-2935-4a01-a672-8cc0c3fcf3b9,"{""door"": ""wood"", ""base"": ""wood"", ""drawer"": ""wood""}"
7ed315cd-00e6-4403-bbdc-dddc35198ad4,"{""shelf"": ""metal"", ""drawer"": ""wood"", ""handle"": ""metal"", ""top_panel"": ""wood"", ""leg"": ""metal"", ""vertical_side_panel"": ""wood"", ""base"": ""metal""}"
be86a362-faf1-4491-b5bd-8c8f1e865193,"{""base"": ""wood"", ""leg"": ""metal"", ""top"": ""wood""}"
4ec443d3-5635-41db-9889-11580318e19c,"{""support"": ""metal"", ""harp"": ""metal"", ""base"": ""metal"", ""lamp_surrounding_frame"": ""metal"", ""bulb"": ""glass"", ""pole"": ""metal"", ""rod"": ""metal""}"
370b83e4-a193-47d0-84fc-43862b2b8abe,"{""container"": ""ceramic"", ""leg"": ""metal"", ""containing_things"": ""ceramic""}"
c78707b2-e2c6-4deb-9ccb-ea9cf352c66f,"{""support"": ""metal"", ""backrest"": ""metal"", ""design"": ""metal"", ""seat"": ""leather"", ""leg"": ""metal"", ""footrest"": ""wood""}"
615d4e18-b43a-47ce-870d-94e152ec9fe4,"{""lamp_surrounding_frame"": ""metal"", ""support"": ""metal"", ""bulb"": ""glass"", ""socket"": ""plastic"", ""base"": ""metal""}"
be201fa7-1767-4946-983c-286899942516,"{""seat"": ""fabric"", ""support"": ""metal"", ""leg"": ""metal"", ""base"": ""metal""}"
15443748-cd9d-49fd-8150-5931b400e43f,"{""seat"": ""fabric"", ""pillow"": ""fabric"", ""cushion"": ""fabric"", ""bush"": ""plastic"", ""leg"": ""metal"", ""base"": ""metal"", ""back"": ""fabric"", ""armrest"": ""fabric""}"
1b3e69f9-9643-4c82-bcdb-0f61b110589f,"{""support"": ""metal"", ""base"": ""metal"", ""socket"": ""metal"", ""bulb"": ""glass"", ""shade_cloth"": ""fabric"", ""body"": ""metal"", ""arm"": ""metal""}"
30d5ca1f-8af7-4142-8b18-b8d0760e8bb9,"{""seat"": ""leather"", ""backrest"": ""metal"", ""back"": ""leather"", ""base"": ""metal"", ""leg"": ""metal""}"
47071c1d-77b0-418b-a33b-dde2ea881b97,"{""top"": ""metal"", ""leg"": ""metal"", ""base"": ""metal""}"
b28bc80a-fbb5-4562-84d4-ae793424cf70,"{""top"": ""wood"", ""leg"": ""wood""}"
9f4c60f0-e90c-40bf-aa6a-433da5ee1bae,"{""support"": ""metal"", ""leg"": ""metal"", ""leveller"": ""plastic"", ""seat"": ""leather"", ""cushion"": ""leather""}"
6444ef23-7856-4d90-a866-e5881a3a4f78,"{""support"": ""metal"", ""wheel"": ""metal"", ""top_panel"": ""metal"", ""shelf"": ""metal""}"
55a9d236-d5bb-4e18-9cc9-e01a0a04f49e,"{""backrest"": ""leather"", ""seat"": ""leather"", ""leg"": ""metal"", ""base"": ""metal"", ""bush"": ""plastic"", ""armrest"": ""leather""}"
211c1e97-1f96-4a04-a854-5135b5cc177d,"{""back"": ""leather"", ""seat"": ""leather"", ""support"": ""metal"", ""armrest"": ""plastic"", ""design"": ""metal"", ""leg"": ""metal""}"
3c64d37a-9099-497b-8e1a-0157586a3c05,"{""base"": ""metal"", ""leg"": ""metal"", ""support"": ""metal"", ""seat"": ""fabric""}"
0f6dcd1e-68dd-4259-a643-988fa3af4c85,"{""leg"": ""metal"", ""duvet"": ""fabric"", ""bedskirt"": ""leather"", ""headboard"": ""wood"", ""base"": ""metal"", ""mattress"": ""fabric""}"
820a7aa7-e640-4376-ac80-1f9df5fb801c,"{""container"": ""ceramic"", ""shoulder"": ""plastic"", ""foot_base"": ""plastic"", ""containing_things"": ""plastic""}"
5ac313ff-56c9-4ed2-bc2f-26979812956b,"{""lamp_surrounding_frame"": ""metal"", ""socket"": ""plastic"", ""bulb"": ""glass"", ""pole"": ""plastic"", ""wall_mount"": ""metal"", ""design"": ""metal""}"
65a1f595-d0f7-4497-be86-b3605b8736b8,"{""base"": ""metal"", ""seat"": ""leather"", ""back"": ""leather"", ""armrest"": ""leather"", ""pillow"": ""leather""}"
dab47ae7-a289-464c-927e-ebb5268bfb15,"{""leg"": ""metal"", ""design"": ""metal"", ""seat"": ""fabric""}"
57821082-2c07-4a59-8c9b-3aee419cdc50,"{""base"": ""metal"", ""footrest"": ""wood"", ""back"": ""fabric"", ""cushion"": ""fabric"", ""armrest"": ""fabric"", ""seat"": ""fabric"", ""seat_cushion"": ""fabric""}"
6fe18e8d-e38f-4cea-8687-ad9b0e900e9e,"{""head"": ""plastic"", ""base"": ""ceramic"", ""container"": ""ceramic"", ""containing_things"": ""plastic""}"
b6ec043d-cb31-4efb-9dc8-650818a523f8,"{""containing_things"": ""plastic"", ""base"": ""ceramic"", ""container"": ""ceramic"", ""head"": ""plastic""}"
96dd2971-2b07-4a16-b03c-462c3291c208,"{""leg"": ""metal"", ""bottom_panel"": ""metal"", ""back_panel"": ""metal"", ""top_panel"": ""metal"", ""handle"": ""metal"", ""drawer"": ""metal"", ""side_panel"": ""metal"", ""wheel"": ""metal""}"
daca7ac6-2bce-46e2-964f-32d1cfdcb9bd,"{""base"": ""wood"", ""design"": ""metal"", ""leg"": ""metal"", ""support"": ""wood"", ""seat"": ""leather""}"
2ca6f808-cda5-4c82-80ed-50acd6fb08c9,"{""leg"": ""metal"", ""seat"": ""fabric"", ""support"": ""metal"", ""base"": ""metal""}"
643151e2-b2fa-431d-a58e-07e413e96dd2,"{""base"": ""metal"", ""top"": ""wood"", ""leg"": ""metal""}"
3186fbc0-1655-4f3b-a1b1-ec16cbd97b59,"{""back"": ""fabric"", ""cushion"": ""fabric"", ""leg"": ""metal"", ""base"": ""metal"", ""pillow"": ""fabric"", ""design"": ""metal"", ""seat"": ""fabric"", ""armrest"": ""wood""}"
81f497ed-d41a-4445-bf63-8ae88c6644a6,"{""support"": ""metal"", ""bottom_panel"": ""metal"", ""door"": ""metal"", ""vertical_side_panel"": ""metal"", ""design"": ""metal"", ""back_panel"": ""metal"", ""leg"": ""metal"", ""top_panel"": ""metal"", ""drawer"": ""metal"", ""handle"": ""metal""}"
2acd7033-7de5-4c10-b796-9c6617be4f8c,"{""cushion"": ""leather"", ""back"": ""leather"", ""leg"": ""metal"", ""base"": ""metal"", ""pillow"": ""leather"", ""armrest"": ""leather"", ""backrest"": ""metal"", ""seat"": ""leather""}"
3d1ce45a-bad9-480b-939f-8f4273ae92bc,"{""leg"": ""metal"", ""support"": ""metal"", ""base"": ""metal"", ""seat"": ""fabric"", ""cushion"": ""fabric""}"
0b6e7912-3759-4007-aa9f-2241644de837,"{""design"": ""metal"", ""seat"": ""fabric"", ""support"": ""wood"", ""base"": ""wood""}"
f7a7de61-2031-4554-ba70-b74108b102fb,"{""top"": ""wood"", ""leg"": ""metal"", ""base"": ""metal""}"
6567cc32-740c-4e79-bb64-242c24e866a3,"{""bulb"": ""metal"", ""wire"": ""plastic"", ""lamp_surrounding_frame"": ""metal"", ""stand"": ""metal"", ""socket"": ""plastic"", ""support"": ""metal""}"
365398b4-8e1e-45c5-bea1-282e0607e54f,"{""vertical_divider_panel"": ""wood"", ""shelf"": ""wood"", ""vertical_side_panel"": ""wood"", ""base"": ""wood"", ""support"": ""metal""}"
a682db75-6704-44ce-8eb9-57588a7edefa,"{""leg"": ""wood"", ""back"": ""leather"", ""seat"": ""leather"", ""backrest"": ""wood"", ""support"": ""wood""}"
2f665734-8e6b-4a78-9385-6285ed104548,"{""handle"": ""metal"", ""shelf"": ""metal"", ""wheel"": ""metal"", ""side_panel"": ""metal"", ""drawer"": ""metal"", ""top_panel"": ""metal"", ""leg"": ""metal""}"
d151ed4c-b25f-4ee9-881b-278f699f3bbd,"{""leg"": ""wood"", ""bedskirt"": ""leather"", ""mattress"": ""fabric"", ""duvet"": ""fabric"", ""headboard"": ""leather"", ""support"": ""metal"", ""base"": ""wood"", ""pillow"": ""fabric""}"
873db17a-6cc1-4af8-8866-5e4d28ea9b0d,"{""seat"": ""leather"", ""leg"": ""metal"", ""armrest"": ""plastic"", ""back"": ""leather"", ""base"": ""metal"", ""backrest"": ""metal"", ""support"": ""metal""}"
947bda4a-fa3c-47fb-910a-293cf6c70a28,"{""seat"": ""leather"", ""base"": ""wood"", ""design"": ""metal""}"
f5fd2507-82e0-407d-918c-d7905c0a09cd,"{""leg"": ""metal"", ""design"": ""metal"", ""seat"": ""leather"", ""base"": ""wood""}"
a9e013ab-1531-4d6b-b2cc-51d232a2ad9b,"{""leg"": ""metal"", ""pillow"": ""leather"", ""duvet"": ""fabric"", ""base"": ""metal"", ""mattress"": ""fabric"", ""headboard"": ""wood"", ""footboard"": ""metal""}"
26379cf2-f7fc-4559-84ea-6f1c82d166bd,"{""top_panel"": ""wood"", ""drawer"": ""wood"", ""vertical_side_panel"": ""wood"", ""support"": ""wood"", ""bush"": ""plastic"", ""leg"": ""wood"", ""bottom_panel"": ""wood"", ""back_panel"": ""wood""}"
f4986d13-89a3-45ae-83ff-500fb9f2052d,"{""back"": ""fabric"", ""seat"": ""leather"", ""leg"": ""metal""}"
324582dc-a0bb-42ce-be53-e526a6259f44,"{""leg"": ""metal"", ""handle"": ""metal"", ""door"": ""metal"", ""vertical_side_panel"": ""metal"", ""top_panel"": ""metal"", ""bottom_panel"": ""metal"", ""back_panel"": ""metal""}"
cb56b2ac-df67-46bc-91a1-c55ba0396631,"{""mattress"": ""fabric"", ""duvet"": ""fabric"", ""headboard"": ""wood"", ""bedskirt"": ""leather"", ""pillow"": ""leather"", ""base"": ""metal"", ""leg"": ""metal""}"
313b5690-c219-494e-85fb-42047470f6a4,"{""leg"": ""metal"", ""support"": ""metal"", ""back"": ""leather"", ""seat"": ""leather"", ""leveller"": ""plastic""}"
0e498ed2-dc26-419f-af5f-284b5e74e4f4,"{""base"": ""metal"", ""tabletop_frame"": ""metal"", ""leg"": ""metal"", ""top"": ""metal""}"
7802ddc9-ffe9-4034-be9c-581e8d4f0a70,"{""leg"": ""metal"", ""seat"": ""leather"", ""support"": ""metal""}"
33e0f39d-b539-4c25-a703-449a0e73ed5c,"{""base"": ""ceramic"", ""container"": ""ceramic"", ""containing_things"": ""plastic""}"
eb5c88ba-a4b3-4f27-9a72-32a59e5a158b,"{""rod"": ""plastic"", ""lamp_surrounding_frame"": ""metal"", ""support"": ""metal"", ""socket"": ""plastic"", ""bulb"": ""glass""}"
27abb437-6d28-4bdb-affa-5b7280328c2f,"{""leveller"": ""plastic"", ""leg"": ""wood"", ""support"": ""wood"", ""design"": ""metal"", ""seat"": ""leather"", ""base"": ""wood""}"
977a5fa5-523b-4bc4-8004-ab5df6b9821c,"{""leg"": ""metal"", ""top"": ""metal"", ""support"": ""metal"", ""base"": ""metal""}"
94ced2cb-645d-45d5-949b-cd16da1fc9df,"{""leg"": ""metal"", ""seat"": ""fabric"", ""support"": ""metal"", ""base"": ""metal""}"
abeed97e-4044-47c3-9192-71872c35306c,"{""base"": ""metal"", ""support"": ""metal"", ""handle"": ""metal"", ""drawer"": ""wood"", ""leg"": ""metal"", ""bottom_panel"": ""wood"", ""top_panel"": ""wood"", ""vertical_side_panel"": ""wood"", ""back_panel"": ""wood""}"
575c2224-b547-402c-8b4d-09b6f1e5da08,"{""leg"": ""metal"", ""bush"": ""plastic"", ""top"": ""marble"", ""base"": ""metal""}"
dd5f032f-4ef3-4eb1-90b4-2e1addbf2a12,"{""cushion"": ""fabric"", ""back"": ""fabric"", ""base"": ""metal"", ""backrest"": ""metal"", ""armrest"": ""wood"", ""seat"": ""fabric""}"
d7995406-7197-4a8f-b048-484be2233a36,"{""shelf"": ""metal"", ""drawer"": ""metal"", ""door"": ""metal"", ""back_panel"": ""metal"", ""vertical_side_panel"": ""metal"", ""design"": ""metal"", ""handle"": ""metal"", ""bottom_panel"": ""metal"", ""top_panel"": ""metal"", ""leg"": ""metal""}"
1d1e7a86-f30b-4840-9284-638223976eca,"{""container"": ""ceramic"", ""containing_things"": ""plastic"", ""base"": ""ceramic""}"
8c0e0b77-03eb-4618-85d1-698cde0427bd,"{""leg"": ""metal"", ""base"": ""metal"", ""support"": ""metal"", ""seat"": ""fabric"", ""cushion"": ""fabric""}"
d14f9590-1b4b-4e5b-a5e8-930b939cfa7f,"{""bedskirt"": ""leather"", ""headboard"": ""wood"", ""mattress"": ""fabric"", ""pillow"": ""leather"", ""base"": ""metal"", ""duvet"": ""fabric""}"
d4b77f4c-344f-47db-ae44-1b3649f77cb2,"{""containing_things"": ""plastic"", ""neck"": ""plastic"", ""container"": ""ceramic"", ""head"": ""plastic"", ""base"": ""ceramic""}"
48671d5b-d389-405d-ba1d-e37766bcba23,"{""seat_cushion"": ""fabric"", ""seat"": ""leather"", ""leg"": ""metal"", ""support"": ""metal""}"
3791b470-550f-4151-856c-184b5d64f15e,"{""top"": ""marble"", ""leg"": ""metal"", ""support"": ""metal""}"
f2b02823-a451-4f63-8bdf-06366095c28c,"{""support"": ""metal"", ""leg"": ""metal"", ""top"": ""marble""}"
1c9250b5-1044-4557-8934-2b3a8195aee7,"{""wall_mount"": ""metal"", ""pole"": ""plastic"", ""body"": ""metal"", ""support"": ""metal"", ""socket"": ""plastic"", ""lamp_surrounding_frame"": ""metal"", ""bulb"": ""metal""}"
198d7f78-f405-4704-b3b2-47145cb426be,"{""backrest"": ""metal"", ""seat"": ""leather"", ""support"": ""metal"", ""leg"": ""metal"", ""back"": ""leather""}"
d3210219-adce-4416-bfb4-4bd44bb78b37,"{""duvet"": ""fabric"", ""base"": ""metal"", ""pillow"": ""leather"", ""bedskirt"": ""leather"", ""design"": ""metal"", ""headboard"": ""wood"", ""mattress"": ""fabric"", ""leg"": ""metal""}"
b027e751-b63e-4294-a86f-94dc1a69ccba,"{""base"": ""metal"", ""vertical_divider_panel"": ""metal"", ""bottom_panel"": ""metal"", ""drawer"": ""metal"", ""design"": ""metal"", ""top_panel"": ""metal"", ""back_panel"": ""metal""}"
5c10ac4b-5f54-424e-b342-1e1664ab1c65,"{""seat"": ""fabric"", ""leg"": ""metal"", ""footrest"": ""metal""}"
747e0c2f-831a-4e21-9cbe-0ff6e4bb3702,"{""leg"": ""metal"", ""base"": ""wood"", ""seat"": ""leather"", ""support"": ""metal""}"
009ae5b8-b41b-4856-830c-f7f8ef384b03,"{""support"": ""metal"", ""top"": ""marble"", ""leg"": ""metal"", ""base"": ""metal""}"
0af95625-0414-439f-84a4-000ff0e9572a,"{""handle"": ""metal"", ""bottom_panel"": ""wood"", ""top_panel"": ""wood"", ""vertical_side_panel"": ""wood"", ""base"": ""wood"", ""support"": ""metal"", ""back_panel"": ""wood"", ""cabinet"": ""wood"", ""leg"": ""metal"", ""drawer"": ""wood""}"
6446bef4-9272-4401-81fe-d593e433db98,"{""leg"": ""wood"", ""bush"": ""plastic"", ""base"": ""leather"", ""support"": ""metal"", ""armrest"": ""wood"", ""footrest"": ""wood"", ""backrest"": ""wood"", ""seat"": ""fabric""}"
6ea4e7be-8b1d-46fa-b192-a65d4f0eee6f,"{""support"": ""metal"", ""top"": ""marble"", ""bush"": ""plastic""}"
0ea67968-da24-4717-9b7c-49ae9eb6dfb6,"{""support"": ""metal"", ""leg"": ""metal"", ""top"": ""metal""}"
1dc2f429-3595-4928-a59b-3c82377d481d,"{""support"": ""metal"", ""top"": ""marble"", ""base"": ""metal""}"
29aa82c1-a7a0-41d2-9aeb-a28272051c7e,"{""base"": ""wood"", ""leg"": ""wood"", ""handle"": ""wood"", ""door"": ""wood""}"
2dff1f0a-bab5-494a-941b-c6f6cb4ab4ec,"{""headboard"": ""wood"", ""leg"": ""wood"", ""base"": ""wood"", ""duvet"": ""fabric"", ""pillow"": ""fabric"", ""mattress"": ""fabric""}"
9510b51c-ad7d-41a0-9281-8fde1777de59,"{""back"": ""fabric"", ""leg"": ""metal"", ""cushion"": ""fabric"", ""seat"": ""fabric""}"
c5f34cf0-a9a2-4bdd-9bd4-bf8f3c64ec4f,"{""lamp_surrounding_frame"": ""metal"", ""bulb"": ""glass"", ""support"": ""metal"", ""base"": ""metal"", ""rod"": ""metal"", ""wire"": ""plastic""}"
9935f23e-7577-4e12-8ebf-e677361565ad,"{""seat"": ""leather"", ""leg"": ""metal"", ""support"": ""metal"", ""armrest"": ""leather"", ""backrest"": ""leather"", ""base"": ""metal"", ""back"": ""leather""}"
b2e9c1b7-9a4d-4476-bb53-b6b9206cfd25,"{""seat"": ""leather"", ""support"": ""metal"", ""back"": ""leather"", ""leg"": ""metal"", ""armrest"": ""plastic""}"
a5f4f3de-8037-4e54-9cc8-f35abc05dcbf,"{""base"": ""wood"", ""pillow"": ""fabric"", ""duvet"": ""fabric"", ""mattress"": ""fabric"", ""support"": ""wood"", ""shelf"": ""wood"", ""headboard"": ""leather""}"
94e3dbd2-42ef-49ed-a04e-9023c4e3bd14,"{""seat"": ""leather"", ""cushion"": ""leather"", ""leg"": ""metal""}"
ff586637-6af3-4c8a-bd2b-8a2bb0dfbe1c,"{""base"": ""metal"", ""tabletop_frame"": ""metal"", ""leg"": ""metal"", ""top"": ""metal""}"
3739909a-7650-4d94-ba2e-2c65e0bad666,"{""support"": ""metal"", ""design"": ""metal"", ""bulb"": ""metal"", ""wire"": ""plastic"", ""base"": ""metal""}"
c92a9240-8663-4cda-8769-6dacd0819575,"{""leg"": ""metal"", ""back"": ""leather"", ""armrest"": ""plastic"", ""seat"": ""leather"", ""base"": ""metal""}"
